5,2012,37.13132,45.2,35.16,10000,49.47,2.29,0,3.74,62.023216,3615.5242,2.71,23870,,8.542188,5100.097,26
5,2013,38.27803,45.8,37.05,,47.95,3.24,0,4.73,59.347553,3897.9126,2.6,26960,,4.9545445,5254.8813,26
5,2014,32,46.5,38.31,,48.23,3.98,0,5.24,56.83297,4135.0474,3.28,29630,,4.8226275,5408.4116,26
5,2015,42,47.2,37.05,10000,47.84,4.03,0,5.28,56.713207,4159.5776,2.86,31650,,0.94357157,4166.98,26
5,2016,41.81313,47.8,61.19,93960000,49.03,4.2,0,6.01,58.863857,3661.5513,2.61,29760,,-2.5800498,3506.0732,26
5,2017,43.01326,48.4,82.43,,56.25,2.99,0,7.69,72.003746,3370.8962,2.51,24250,,-0.14721294,4095.81,26
5,2018,45.29,49.1,101.45,120000,57.36,2.93,0,9.9,77.162895,3366.3933,2.95,23960,,-2.0036297,3289.644,26
5,2019,45.6428,49.5,108.71,60000,54.69,4.38,0,11.02,71.55844,3667.4238,2.94,25210,,-0.62464434,2809.626,26
5,2020,46.89061,50.2,115.43,,,4.49,0,12.1,72.9355,3527.16,,,,-5.399987,1776.1669,26
6,2000,97.68926,100,0,,0,0.14,0,0,0,2.8457224e+07,3.13,330,,6.203431,10872.293,223
6,2001,97.785255,100,0,,0,0.16,0,0,0,28025.29,3.31,350,,-4.5480037,10367.319,223
6,2002,100,100,0,,0,0.18,0,0,0,2.9660344e+07,3.59,390,,1.027442,10401.051,223
6,2003,97.956825,100,0,,0,0.2,0,0,0,3.0824252e+07,3.63,410,,6.076544,10797.951,223
6,2004,98.0371,100,0,,0,0.21,0,0,0,3.162206e+07,3.57,400,,5.767029,11446.969,223
6,2005,92.2,100,0,,0,0.23,0,0,0,3.1734296e+07,3.4,410,,6.473831,12557.548,223
6,2006,100,100,0,,0,0.24,0,0,0,3.2290608e+07,3.12,440,,12.708149,13995.805,223
6,2007,100,100,0,,0,0.26,0,0,0,3.3375836e+07,3.02,460,,9.315383,15622.692,223
6,2008,100,100,0,,0,0.27,0,0,0,3.3637072e+07,3.08,480,,-0.014340652,16044.105,223
